,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,0.007264741,0.974576134,0.003033367,0.017741532,0.77173913,0.470588235,0.005160987,0.470585467,0.988866635,0.717924318,0.001311906,0.991583541,0.997136992,0.997068386,0.982258519,0.962232831,0.074074541,0.081720728,0.151358933,0.399672911,0.370451541,0.534686461,0.401803853,0.53303299,0.054545455,0.659259259,0.119565217,0,0.126550868,0.389830508,1,0.915151515,1,0.758161226,0.001569536,0.830747031,0.997364259,0.13568246,0.453578413,0.431542261,0.45404136,0.430494012,0.399880099,0.404375311,0.400357925,0.390771727,0.462454958,0.42053155,0.462515514,0.420479572,0.394056664,0.393799559,0.394224793,0.378781898,0.850172074,0.853315809,0.855695504,0.859589858,0.859589858,0.874764857,0.874710755,0.876705386,0.876705386,0.872432509,0.873205489,0.900732804,0.900733981,0.90119777,0.888551335,0.888847698,0.912024874,0.906719166,0.534193187,0.478706846,0.534344577,0.53585115,0.522147572,0.481308283,0.522649009,0.506908936,0.529212955,0.532678719,0.529212955,0.532736472,0.52118291,0.471706835,0.521240268,0.50958024,0.382647328,0.776921813,0.451033076,0.002309192,0.002310197,0.010014957,0.010014968,0.01708581,0.017087506,1
1,0.701300895,0.968310216,0.008088979,0.011827683,0.608695652,0.588235294,0.004664411,0.588231834,0.990294002,0.790885352,0,0.994999393,0.99680034,0.996897396,0.987045903,0.957833436,0.09141684,0.052974759,0.193576277,0.35665681,0.360537118,0.574884655,0.419281146,0.542725098,0,0.681481481,0,0,0.099255583,0.372881356,1,0.951515152,1,0.820786143,0.001555353,0.82977023,0.997715691,0.139434839,0.452889391,0.43183315,0.453288591,0.430142598,0.400220496,0.403578895,0.400332505,0.389579355,0.461618157,0.420037085,0.461678604,0.419985168,0.393593328,0.393336525,0.393761259,0.378336522,0.848733995,0.851933819,0.854449286,0.858121133,0.858121133,0.873104543,0.873042739,0.875064354,0.875064354,0.870043042,0.870973763,0.898891557,0.898899028,0.899265883,0.886812034,0.88718525,0.91091199,0.905489864,0.533283916,0.478123511,0.533431359,0.535121051,0.521342094,0.480242976,0.521917051,0.506300866,0.528041618,0.531772026,0.528041618,0.531829681,0.520547816,0.470769705,0.520605104,0.508959284,0.381922244,0.775411198,0.450197221,0.080820855,0.080821871,0.049353984,0.049354201,0.032993804,0.032994983,2
2,0.701300895,0.968310216,0.008088979,0.011827683,0.608695652,0.588235294,0.004664411,0.588231834,0.990294002,0.790885352,0,0.994999393,0.99680034,0.996897396,0.987045903,0.957833436,0.09141684,0.052974759,0.193576277,0.35665681,0.360537118,0.574884655,0.419281146,0.542725098,0,0.681481481,0,0,0.099255583,0.372881356,1,0.951515152,1,0.820786143,0.001555353,0.82977023,0.997715691,0.139434839,0.452889391,0.43183315,0.453288591,0.430142598,0.400220496,0.403578895,0.400332505,0.389579355,0.461618157,0.420037085,0.461678604,0.419985168,0.393593328,0.393336525,0.393761259,0.378336522,0.848733995,0.851933819,0.854449286,0.858121133,0.858121133,0.873104543,0.873042739,0.875064354,0.875064354,0.870043042,0.870973763,0.898891557,0.898899028,0.899265883,0.886812034,0.88718525,0.91091199,0.905489864,0.533283916,0.478123511,0.533431359,0.535121051,0.521342094,0.480242976,0.521917051,0.506300866,0.528041618,0.531772026,0.528041618,0.531829681,0.520547816,0.470769705,0.520605104,0.508959284,0.381922244,0.775411198,0.450197221,0.077769061,0.077769611,0.042172325,0.042172498,0.019617596,0.019619412,1
3,0.001689475,0.987115811,0.010616785,0.01351737,0.463768116,0.588235294,0.005038056,0.588231834,0.988581166,0.812279335,0.000327976,0.996857627,0.9997013,0.999405487,0.987045903,0.966292863,0.062799997,0.070295051,0.20079011,0.318298152,0.363059208,0.399010062,0.420885801,0.239165215,0.054545455,0.681481481,0.054347826,0.06122449,0.141439206,0.389830508,0.875,0.943434343,1,0.729180546,0.000775313,0.826262626,0.940432261,0.133407396,0.451150933,0.429478595,0.451549802,0.428561231,0.398635364,0.401976108,0.39849712,0.38820392,0.459711161,0.418261505,0.459771358,0.418209807,0.391929531,0.391673814,0.392096752,0.376737218,0.845500798,0.848850919,0.851462166,0.855339735,0.855339735,0.870528193,0.870483479,0.872546496,0.872546496,0.86730544,0.868425537,0.896748568,0.89675004,0.897150006,0.884835027,0.885140497,0.909053361,0.903548542,0.531982605,0.476945291,0.532129116,0.533793891,0.520141591,0.479141039,0.52067859,0.505075739,0.526830005,0.530474404,0.526830005,0.530531918,0.519265051,0.469697351,0.519322198,0.507705077,0.381162277,0.77390971,0.449379044,0.009942544,0.009943178,0.014246883,0.014246384,0.020666462,0.02066769,1
4,0,0.982828268,0.006572295,0.016896655,0.626811594,0.529411765,0.005862961,0.529414533,0.98743934,0.406927234,0.000655953,0.993174619,0.999992802,1,0.98254013,0.965777352,0.089576645,0.079456275,0.228656387,0.427111336,0.390184721,0.543907782,0.404309643,0.558759979,0.054545455,0.681481481,0.054347826,0.06122449,0.141439206,0.389830508,0.875,0.941414141,1,0.729513658,0.000775313,0.825752026,0.938850817,0.133549218,0.450546713,0.429017563,0.450998479,0.428237271,0.397974892,0.401403683,0.398197154,0.387971383,0.459056521,0.418003034,0.459116632,0.417951369,0.391687333,0.391431774,0.39185445,0.376504408,0.844340418,0.84765255,0.850349131,0.854201472,0.854201472,0.869849345,0.869788473,0.871862732,0.871862732,0.866909833,0.867946731,0.896459142,0.896466792,0.89686789,0.88450456,0.884810325,0.908623123,0.903067776,0.531883771,0.476875984,0.532109336,0.533654361,0.520101472,0.479089147,0.520635352,0.505030808,0.526772948,0.53037585,0.526772948,0.530433354,0.519189595,0.469514956,0.519246733,0.5076313,0.380908124,0.773941656,0.449366417,0.044670357,0.044670797,0.04148202,0.041482659,0.047772342,0.047773985,3
5,0,0.982828268,0.006572295,0.016896655,0.626811594,0.529411765,0.005862961,0.529414533,0.98743934,0.406927234,0.000655953,0.993174619,0.999992802,1,0.98254013,0.965777352,0.089576645,0.079456275,0.228656387,0.427111336,0.390184721,0.543907782,0.404309643,0.558759979,0.054545455,0.681481481,0.054347826,0.06122449,0.141439206,0.389830508,0.875,0.941414141,1,0.729513658,0.000775313,0.825752026,0.938850817,0.133549218,0.450546713,0.429017563,0.450998479,0.428237271,0.397974892,0.401403683,0.398197154,0.387971383,0.459056521,0.418003034,0.459116632,0.417951369,0.391687333,0.391431774,0.39185445,0.376504408,0.844340418,0.84765255,0.850349131,0.854201472,0.854201472,0.869849345,0.869788473,0.871862732,0.871862732,0.866909833,0.867946731,0.896459142,0.896466792,0.89686789,0.88450456,0.884810325,0.908623123,0.903067776,0.531883771,0.476875984,0.532109336,0.533654361,0.520101472,0.479089147,0.520635352,0.505030808,0.526772948,0.53037585,0.526772948,0.530433354,0.519189595,0.469514956,0.519246733,0.5076313,0.380908124,0.773941656,0.449366417,0.041716202,0.041716546,0.029662292,0.029663027,0.036934824,0.036936049,1
6,0.005744214,0.977861012,0.00859454,0.017178266,0.423913043,0.470588235,0.00458476,0.470585467,0.989437609,0.932472644,0.000983929,0.994927466,1,0.999741719,0.98254013,0.965832167,0.080703658,0.080190837,0.196474293,0.483992546,0.394072219,0.619388582,0.398333689,0.570874902,0.054545455,0.681481481,0.054347826,0.06122449,0.141439206,0.406779661,0.875,0.938383838,1,0.731179214,0.000787132,0.827150627,0.939729397,0.133561037,0.451945959,0.429714599,0.452350281,0.428797338,0.398381336,0.402782479,0.398898769,0.389069751,0.46063335,0.418711019,0.460693668,0.418659266,0.392350745,0.392094754,0.392518146,0.377142105,0.846988466,0.850174923,0.852736924,0.856588151,0.856588151,0.87194314,0.871889846,0.873938156,0.873938156,0.868539735,0.869829496,0.897727693,0.89773525,0.898211011,0.885791643,0.886015165,0.91007446,0.904613531,0.532588786,0.477329367,0.532775292,0.534267645,0.520783505,0.479794264,0.521283923,0.505686805,0.527548246,0.531078866,0.527548246,0.531136446,0.519720936,0.470169061,0.519778133,0.508150812,0.381396496,0.773941656,0.449570962,0.022596847,0.022597921,0.038013866,0.038014992,0.016065728,0.016067869,1
7,0.004223686,0.970000436,0.022244692,0.019994374,0.380434783,0.411764706,0.005251554,0.411768166,0.988866672,0.790238416,0.001639882,0.985555675,0.99700449,0.997364385,0.980287243,0.964475333,0.082428742,0.06586103,0.210681736,0.159941746,0.367425033,0.481693903,0.382745619,0.494266113,0.054545455,0.725925926,0.054347826,0,0.156327543,0.406779661,0.75,0.936363636,1,0.731179214,0.00078004,0.826262626,0.940080829,0.133732405,0.45136294,0.429182217,0.451756548,0.428275707,0.397756428,0.402284719,0.398349679,0.388461196,0.460064098,0.418261505,0.460124341,0.418209807,0.391929531,0.391673814,0.392096752,0.376737218,0.845758661,0.849121518,0.851680968,0.855761993,0.855761993,0.870724486,0.870663363,0.872763691,0.872763691,0.86815204,0.868815075,0.89742595,0.897433529,0.897928894,0.885420592,0.885667615,0.90920251,0.903749369,0.532730447,0.477528625,0.532917055,0.534374726,0.520922381,0.479986569,0.521311718,0.505791645,0.527759691,0.531220126,0.527759691,0.531277721,0.519900146,0.470021258,0.519957362,0.508326032,0.381361612,0.773914274,0.449770456,0.003686484,0.00368698,0.015280953,0.01528114,0.02348493,0.023486011,1
8,0.006588951,0.975234776,0.002527806,0.018023075,0.445652174,0.470588235,0.005309392,0.470585467,0.988581237,0.695789588,0.002295835,0.989491875,0.997013651,0.996924338,0.98254013,0.970819134,0.085114133,0.068929342,0.20371756,0.400176478,0.355371182,0.545692463,0.375157106,0.553220662,0.109090909,0.681481481,0.119565217,0.06122449,0.171215881,0.440677966,0.875,0.936363636,1,0.745836109,0.00078004,0.825319125,0.939553681,0.134081051,0.45074282,0.428347969,0.451141611,0.427627786,0.397349984,0.401791936,0.397759915,0.388248449,0.459500538,0.417783896,0.459560707,0.417732258,0.39148199,0.391226566,0.391649021,0.376307026,0.844637951,0.847874828,0.85055842,0.854706347,0.854706347,0.870552729,0.870483479,0.87255454,0.87255454,0.868618856,0.868815075,0.897740009,0.89773525,0.898211011,0.885704678,0.88600358,0.909099253,0.903591142,0.532549252,0.477265836,0.532659904,0.534160564,0.520709438,0.479858366,0.521166562,0.505549016,0.527618728,0.531039444,0.527618728,0.53109702,0.519614039,0.470200508,0.519671224,0.508046295,0.381359121,0.773923401,0.449416922,0.115966656,0.115967188,0.038500406,0.038501574,0.025168181,0.025170131,1
9,0.000844737,0.973297565,0.008088979,0.019149586,0.525362319,0.411764706,0.004529754,0.411768166,0.989723044,0.874723139,0.002623811,0.994112035,0.998384139,0.997323434,0.980287243,0.976501454,0.073677173,0.076037208,0.2187371,0.43900165,0.382557573,0.554995479,0.364865185,0.545418089,0.163636364,0.725925926,0.119565217,0.06122449,0.215880893,0.457627119,1,0.927272727,1,0.843770819,0.001550626,0.82959263,0.996661395,0.135836101,0.452714485,0.430010977,0.453055339,0.429807655,0.399250111,0.403633649,0.399646142,0.390034534,0.461606772,0.419947182,0.461667217,0.419895276,0.393509085,0.393252338,0.39367698,0.378255544,0.848307531,0.851469934,0.854002169,0.858167031,0.858167031,0.872932786,0.872854678,0.874863247,0.874863247,0.870707662,0.871071147,0.899421147,0.899428578,0.899830117,0.887304836,0.887550178,0.910751368,0.905337723,0.533843974,0.478316993,0.533945662,0.535380642,0.521866735,0.481094611,0.522290751,0.506636353,0.528978016,0.532330496,0.528978016,0.532388212,0.520758466,0.471037007,0.520815777,0.509165245,0.382203806,0.775429453,0.450391665,0.008267181,0.008267703,0.027315535,0.027316348,0.033709936,0.033711019,1
