,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
10,0.008785268,0.984722844,0.005055612,0.021965694,0.666666667,0.411764706,0.006501068,0.411768166,0.986868348,0.538175348,0.002951787,0.980780595,0.999494532,0.99999533,0.978034357,0.969568235,0.055275225,0.074910312,0.185183307,0.458845775,0.366216169,0.602734802,0.411985108,0.58969189,0.163636364,0.681481481,0.184782609,0.12244898,0.215880893,0.457627119,1,0.934343434,1,0.748167888,0.001543535,0.83019203,0.996309963,0.135901103,0.452915892,0.430087816,0.453315097,0.430010817,0.399382205,0.403882529,0.399910519,0.390039482,0.461891398,0.420250604,0.46195188,0.420198661,0.393793405,0.393536472,0.393961421,0.378528843,0.848684406,0.85198214,0.854506364,0.858726982,0.858726982,0.873775211,0.873721392,0.875732029,0.875732029,0.871111181,0.871939492,0.899692099,0.899699511,0.90016743,0.887571529,0.887799255,0.911382384,0.905970631,0.534127298,0.478576895,0.534235782,0.535630498,0.522156831,0.481369332,0.522547091,0.506911932,0.529280081,0.532613016,0.529280081,0.532670763,0.521041429,0.471165941,0.521098771,0.509441908,0.382039354,0.776940068,0.451017924,0.005116881,0.005117435,0.023170937,0.023171161,0.033457793,0.033458974,1
11,0.007095793,0.96866551,0.009100101,0.020276007,0.554347826,0.411764706,0.004997212,0.411768166,0.988581184,0.957710819,0.00360774,0.99020429,0.999503039,0.999253895,0.980287243,0.968508882,0.087216086,0.068493297,0.154448448,0.440103805,0.375539205,0.570335192,0.370643522,0.583178524,0.218181818,0.659259259,0.119565217,0.12244898,0.200992556,0.491525424,0.875,0.929292929,1,0.74350433,0.001545898,0.83025863,0.996309963,0.136007469,0.452931792,0.429873765,0.453209074,0.429999835,0.399600669,0.403872573,0.399885098,0.390138434,0.461880013,0.420284318,0.461940494,0.42023237,0.393824996,0.393568042,0.393993026,0.37855921,0.848614982,0.851875834,0.854611009,0.858699444,0.858699444,0.873538024,0.873574214,0.875587232,0.875587232,0.872163497,0.872369606,0.900535747,0.900549254,0.901013781,0.888406394,0.88871447,0.911267654,0.905861089,0.534117415,0.478493149,0.534219298,0.535620763,0.522212381,0.481375437,0.522559445,0.506864005,0.529286793,0.532603161,0.529286793,0.532660906,0.520950252,0.471606204,0.521007584,0.509352761,0.382492843,0.776949196,0.45097752,0.066745581,0.066746007,0.01415401,0.014153995,0.031498222,0.031499898,1
12,0.005406319,0.974325223,0.003538928,0.021402428,0.721014493,0.352941176,0.005233368,0.3529391,0.989723079,0.884709287,0.003935717,0.990070975,0.996900125,0.996686533,0.978034357,0.974358728,0.064804186,0.071848397,0.176878994,0.492333578,0.380009393,0.629337146,0.399432442,0.626073437,0.218181818,0.744444444,0.119565217,0.12244898,0.258064516,0.508474576,1,0.93030303,1,0.829780147,0.001569536,0.82971473,0.998067124,0.135948377,0.452544879,0.429632272,0.452944014,0.429681366,0.399199305,0.403583873,0.399661394,0.389628831,0.461549847,0.42000899,0.461610284,0.419957077,0.393567002,0.393310217,0.393734922,0.378311216,0.848089339,0.851276649,0.853897525,0.858157851,0.858157851,0.87282646,0.872781089,0.874806937,0.874806937,0.871498876,0.871501262,0.899987684,0.899988916,0.900382084,0.887826626,0.888129428,0.910716949,0.905252524,0.53395928,0.478328544,0.534067644,0.53542607,0.522024127,0.481259444,0.522343254,0.50675617,0.529159255,0.532445475,0.529159255,0.532503203,0.520771042,0.471326323,0.520828355,0.509177541,0.382271082,0.775443144,0.450457321,0.043878928,0.04387973,0.073644933,0.073646349,0.046936472,0.046937655,4
13,0.005406319,0.974325223,0.003538928,0.021402428,0.721014493,0.352941176,0.005233368,0.3529391,0.989723079,0.884709287,0.003935717,0.990070975,0.996900125,0.996686533,0.978034357,0.974358728,0.064804186,0.071848397,0.176878994,0.492333578,0.380009393,0.629337146,0.399432442,0.626073437,0.218181818,0.744444444,0.119565217,0.12244898,0.258064516,0.508474576,1,0.93030303,1,0.829780147,0.001569536,0.82971473,0.998067124,0.135948377,0.452544879,0.429632272,0.452944014,0.429681366,0.399199305,0.403583873,0.399661394,0.389628831,0.461549847,0.42000899,0.461610284,0.419957077,0.393567002,0.393310217,0.393734922,0.378311216,0.848089339,0.851276649,0.853897525,0.858157851,0.858157851,0.87282646,0.872781089,0.874806937,0.874806937,0.871498876,0.871501262,0.899987684,0.899988916,0.900382084,0.887826626,0.888129428,0.910716949,0.905252524,0.53395928,0.478328544,0.534067644,0.53542607,0.522024127,0.481259444,0.522343254,0.50675617,0.529159255,0.532445475,0.529159255,0.532503203,0.520771042,0.471326323,0.520828355,0.509177541,0.382271082,0.775443144,0.450457321,0.040689227,0.040689792,0.063858693,0.063859275,0.031361212,0.031362418,2
14,0.005406319,0.974325223,0.003538928,0.021402428,0.721014493,0.352941176,0.005233368,0.3529391,0.989723079,0.884709287,0.003935717,0.990070975,0.996900125,0.996686533,0.978034357,0.974358728,0.064804186,0.071848397,0.176878994,0.492333578,0.380009393,0.629337146,0.399432442,0.626073437,0.218181818,0.744444444,0.119565217,0.12244898,0.258064516,0.508474576,1,0.93030303,1,0.829780147,0.001569536,0.82971473,0.998067124,0.135948377,0.452544879,0.429632272,0.452944014,0.429681366,0.399199305,0.403583873,0.399661394,0.389628831,0.461549847,0.42000899,0.461610284,0.419957077,0.393567002,0.393310217,0.393734922,0.378311216,0.848089339,0.851276649,0.853897525,0.858157851,0.858157851,0.87282646,0.872781089,0.874806937,0.874806937,0.871498876,0.871501262,0.899987684,0.899988916,0.900382084,0.887826626,0.888129428,0.910716949,0.905252524,0.53395928,0.478328544,0.534067644,0.53542607,0.522024127,0.481259444,0.522343254,0.50675617,0.529159255,0.532445475,0.529159255,0.532503203,0.520771042,0.471326323,0.520828355,0.509177541,0.382271082,0.775443144,0.450457321,0.002475358,0.002475877,0.011320713,0.011320732,0.017389763,0.017391105,1
15,0.007771583,0.958633965,0.016177958,0.021965694,0.789855072,0.411764706,0.006014612,0.411768166,0.986868348,0.422841575,0.004591669,0.983147585,0.998212705,0.998711829,0.978034357,0.970264821,0.066926638,0.035574509,0.175959445,0.758310176,0.379618034,0.957866812,0.394705431,0.959508098,0.263636364,0.703703704,0.184782609,0.183673469,0.272952854,0.525423729,1,0.953535354,1,0.755829447,0.001543535,0.83012543,0.996134247,0.13608429,0.452603181,0.429873765,0.452944014,0.429736274,0.39961083,0.403633649,0.3995953,0.38973273,0.461606772,0.42021689,0.461667217,0.420164951,0.393761814,0.393504901,0.393929817,0.378498477,0.848079422,0.851305642,0.85394509,0.858203749,0.858203749,0.8731209,0.873059092,0.875088487,0.875088487,0.872068551,0.871866454,0.900443377,0.900456891,0.900915653,0.888209273,0.888523318,0.910871835,0.905489864,0.53399552,0.478288115,0.534097315,0.535383887,0.521996352,0.481274706,0.522343254,0.506687275,0.529176036,0.532481612,0.529176036,0.532539344,0.520727026,0.471555888,0.520784333,0.509134505,0.382560118,0.775397506,0.450487624,0.010152393,0.010153197,0.028240099,0.028240236,0.032838375,0.032840318,1
16,0.013346849,0.964903313,0.027805865,0.022810481,0.655797101,0.352941176,0.005613472,0.3529391,0.988295731,0.689145085,0.005247622,0.995810872,0.997301882,0.996214874,0.978034357,0.975432863,0.09120081,0.053824462,0.189651614,0.760165605,0.383644681,0.960788858,0.3808643,0.958990945,0.263636364,0.725925926,0.184782609,0.183673469,0.287841191,0.542372881,0.875,0.947474747,1,0.741172552,0.001574263,0.83045843,0.999648568,0.136427027,0.452778087,0.429983535,0.453118953,0.42977471,0.39988518,0.403787954,0.399869845,0.390059272,0.46178324,0.420385458,0.461843708,0.420333498,0.393919769,0.393662754,0.39408784,0.378650309,0.848426544,0.851498927,0.854163892,0.858469955,0.858469955,0.873529845,0.873459743,0.875490701,0.875490701,0.873571858,0.873148682,0.90164419,0.901657615,0.90206252,0.889322426,0.889421155,0.91115866,0.905751547,0.547730118,0.490214708,0.547805475,0.548830704,0.534510587,0.494311747,0.534876108,0.518869648,0.543510656,0.546177272,0.543510656,0.546236488,0.533711875,0.472165966,0.533770611,0.521830282,0.382771913,0.794875774,0.460901713,0.009370385,0.009371463,0.024408772,0.024409173,0.033823917,0.033825586,1
17,0.095117418,0.972341457,0.008088979,0.022528871,0.663043478,0.352941176,0.004884799,0.3529391,0.988581218,0.790391862,0.005903575,0.98679924,0.996316792,0.996205175,0.97578147,0.976047534,0.078962805,0.072142648,0.184451356,0.755515553,0.345326306,0.958418708,0.401179381,0.960189904,0.318181818,0.744444444,0.25,0.244897959,0.344913151,0.186440678,1,0.958585859,1,0.824450366,0.001574263,0.83010323,0.999472852,0.137679789,0.452454776,0.429923161,0.452848593,0.429527622,0.399778488,0.403613738,0.399763078,0.389896001,0.461584002,0.420205653,0.461644444,0.420153715,0.393751283,0.393494378,0.393919282,0.378488354,0.847930655,0.851247656,0.854011682,0.858350621,0.858350621,0.873407161,0.873345271,0.875378081,0.875378081,0.874212742,0.873205489,0.902099883,0.902100959,0.902497961,0.889826824,0.890046745,0.911107032,0.905696776,0.536644264,0.480546371,0.536714987,0.537966818,0.524289343,0.483786877,0.524647224,0.509131538,0.531938245,0.535122847,0.531938245,0.535180865,0.523185658,0.47236094,0.523243236,0.511538402,0.383193009,0.779929352,0.452406806,0.017876537,0.017877186,0.02039863,0.02039949,0.028839789,0.028841968,1
18,0.01926001,0.960388873,0.003538928,0.021684061,0.442028986,0.411764706,0.005142784,0.411768166,0.987153836,0.758864435,0.006231551,0.987168884,0.997945086,0.997998772,0.978034357,0.969843543,0.070176545,0.069237453,0.169704879,0.323472059,0.344369651,0.455276919,0.406981432,0.459338114,0.318181818,0.681481481,0.25,0.244897959,0.302729529,0.203389831,0.875,0.922222222,1,0.795136576,0.001541171,0.83026973,0.997012827,0.136031106,0.452613782,0.430010977,0.452949315,0.429675875,0.39979373,0.403703335,0.39965631,0.390148329,0.461686467,0.420289937,0.461746923,0.420237988,0.393830261,0.393573304,0.393998293,0.378564271,0.848138928,0.851411949,0.854163892,0.858497494,0.858497494,0.87393061,0.873884923,0.87588487,0.87588487,0.874719119,0.873741104,0.902493996,0.902507358,0.902964067,0.890197875,0.890504353,0.911428276,0.906080172,0.535458259,0.479500989,0.535528133,0.536908984,0.523243146,0.482660521,0.523600246,0.508008255,0.530699782,0.533940204,0.530699782,0.533998094,0.522047519,0.47259994,0.522104972,0.510425601,0.383265268,0.778441556,0.451704789,0.050018501,0.050019252,0.032778364,0.032779616,0.024349582,0.024350984,1
19,0.010812637,0.971183933,0.00859454,0.022528871,0.684782609,0.352941176,0.004211926,0.3529391,0.988581218,0.941544778,0.006559528,0.979021952,0.997262622,0.998115519,0.978034357,0.979965909,0.078519708,0.073967856,0.172766378,0.186325888,0.372991025,0.297062212,0.407511047,0.306365901,0.372727273,0.766666667,0.25,0.244897959,0.374689826,0.203389831,1,0.961616162,1,0.818121252,0.001545898,0.82962593,0.996661395,0.136149291,0.452380574,0.429698134,0.452641847,0.429373878,0.399692119,0.403434545,0.399549543,0.389579355,0.461379071,0.419964039,0.461439486,0.419912131,0.393524881,0.393268123,0.393692783,0.378270728,0.84741493,0.850725786,0.853507487,0.85798344,0.85798344,0.873129079,0.873067268,0.875072398,0.875072398,0.87357977,0.87245076,0.9016134,0.901608355,0.90200119,0.889293438,0.889392193,0.910894781,0.905465522,0.596814258,0.533110011,0.596931324,0.597069217,0.580055612,0.539866608,0.580411935,0.563153938,0.593599597,0.595122256,0.593599597,0.595186779,0.580413314,0.472143953,0.580477191,0.567492046,0.382789354,0.86223279,0.498232332,0.158567652,0.15856815,0.237531205,0.237532098,0.200042143,0.200043531,4
20,0.010812637,0.971183933,0.00859454,0.022528871,0.684782609,0.352941176,0.004211926,0.3529391,0.988581218,0.941544778,0.006559528,0.979021952,0.997262622,0.998115519,0.978034357,0.979965909,0.078519708,0.073967856,0.172766378,0.186325888,0.372991025,0.297062212,0.407511047,0.306365901,0.372727273,0.766666667,0.25,0.244897959,0.374689826,0.203389831,1,0.961616162,1,0.818121252,0.001545898,0.82962593,0.996661395,0.136149291,0.452380574,0.429698134,0.452641847,0.429373878,0.399692119,0.403434545,0.399549543,0.389579355,0.461379071,0.419964039,0.461439486,0.419912131,0.393524881,0.393268123,0.393692783,0.378270728,0.84741493,0.850725786,0.853507487,0.85798344,0.85798344,0.873129079,0.873067268,0.875072398,0.875072398,0.87357977,0.87245076,0.9016134,0.901608355,0.90200119,0.889293438,0.889392193,0.910894781,0.905465522,0.596814258,0.533110011,0.596931324,0.597069217,0.580055612,0.539866608,0.580411935,0.563153938,0.593599597,0.595122256,0.593599597,0.595186779,0.580413314,0.472143953,0.580477191,0.567492046,0.382789354,0.86223279,0.498232332,0.002586706,0.002587887,0.015323924,0.015324255,0.020093097,0.020094861,1
21,0.322182801,0.96793483,0.001516684,0.021965694,0.851449275,0.352941176,0.004854869,0.3529391,0.989152105,0.923006982,0.006887504,0.96614631,0.994216075,0.996026282,0.978034357,0.977447481,0.09955028,0.027293904,0.230173484,0.202813791,0.389271551,0.315532479,0.406854957,0.327105524,0.372727273,0.744444444,0.25,0.244897959,0.359801489,0.220338983,1,0.946464646,1,0.723517655,0.000775313,0.825785326,0.938499385,0.137892522,0.45045661,0.42780461,0.450797033,0.427402661,0.397751348,0.401632653,0.397724326,0.387808112,0.459318377,0.418019891,0.459378523,0.417968223,0.391703128,0.391447559,0.391870253,0.376519591,0.843963542,0.847468929,0.850301566,0.854917476,0.854917476,0.870053817,0.870009239,0.872079928,0.872079928,0.87269361,0.870567995,0.90092986,0.900931023,0.901326563,0.888731063,0.88896934,0.908737853,0.903226003,0.534532516,0.478718397,0.534605025,0.535873865,0.522453099,0.481805833,0.522800342,0.507241428,0.529760027,0.533017086,0.529760027,0.533074876,0.521195486,0.471760296,0.521252846,0.509592536,0.382607461,0.776885303,0.451033076,0.002167009,0.002167851,0.015391845,0.015392007,0.022316325,0.022317439,1
22,0.322182801,0.96793483,0.001516684,0.021965694,0.851449275,0.352941176,0.004854869,0.3529391,0.989152105,0.923006982,0.006887504,0.96614631,0.994216075,0.996026282,0.978034357,0.977447481,0.09955028,0.027293904,0.230173484,0.202813791,0.389271551,0.315532479,0.406854957,0.327105524,0.372727273,0.744444444,0.25,0.244897959,0.359801489,0.220338983,1,0.946464646,1,0.723517655,0.000775313,0.825785326,0.938499385,0.137892522,0.45045661,0.42780461,0.450797033,0.427402661,0.397751348,0.401632653,0.397724326,0.387808112,0.459318377,0.418019891,0.459378523,0.417968223,0.391703128,0.391447559,0.391870253,0.376519591,0.843963542,0.847468929,0.850301566,0.854917476,0.854917476,0.870053817,0.870009239,0.872079928,0.872079928,0.87269361,0.870567995,0.90092986,0.900931023,0.901326563,0.888731063,0.88896934,0.908737853,0.903226003,0.534532516,0.478718397,0.534605025,0.535873865,0.522453099,0.481805833,0.522800342,0.507241428,0.529760027,0.533017086,0.529760027,0.533074876,0.521195486,0.471760296,0.521252846,0.509592536,0.382607461,0.776885303,0.451033076,0.002167009,0.002167851,0.015391845,0.015392007,0.022316325,0.022317439,1
